Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
GJV,"Synthetic Fixed-Income Securities, Inc.",26.2005,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/gjv
SYY,Sysco Corporation,70.65,$36.31B,n/a,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/syy
SYX,Systemax Inc.,20.82,$779.27M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/syx
DATA,"Tableau Software, Inc.",170.86,$14.92B,2013,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/data
TLRD,"Tailored Brands, Inc.",5.55,$280.38M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/tlrd
TWN,"Taiwan Fund, Inc. (The)",16.99,$134.77M,1986,n/a,n/a,https://www.nasdaq.com/symbol/twn
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,40.52,$210.14B,1997,Technology,Semiconductors,https://www.nasdaq.com/symbol/tsm
TAK,Takeda Pharmaceutical Company Limited,17.45,$54.15B,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tak
TAL,TAL Education Group,37.68,$22.28B,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/tal
TGE,"Tallgrass Energy, LP",21.03,$5.92B,2015,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/tge
TALO,"Talos Energy, Inc.",23.28,$1.26B,2018,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/talo
SKT,"Tanger Factory Outlet Centers, Inc.",16.12,$1.52B,1993,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/skt
TPR,"Tapestry, Inc.",31.33,$9.09B,n/a,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/tpr
NGLS^A,Targa Resources Partners LP,26.97,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ngls^a
TRGP,"Targa Resources, Inc.",38.72,$9B,2010,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/trgp
TGT,Target Corporation,87.6,$44.88B,n/a,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/tgt
TARO,Taro Pharmaceutical Industries Ltd.,85.28,$3.33B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/taro
TTM,Tata Motors Ltd,11.43,$7.76B,n/a,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/ttm
TCO,"Taubman Centers, Inc.",42.2,$2.58B,1992,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/tco
TCO^J,"Taubman Centers, Inc.",25.7133,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tco^j
TCO^K,"Taubman Centers, Inc.",25.8,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tco^k
TMHC,Taylor Morrison Home Corporation,19.67,$2.07B,2013,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/tmhc
TRP,TC Energy Corporation,49.8,$46.25B,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/trp
TCP,"TC PipeLines, LP",36.85,$2.7B,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/tcp
TCF,TCF Financial Corporation,19.87,$3.26B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/tcf
TCF^D,TCF Financial Corporation,25.36,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tcf^d
TSI,"TCW Strategic Income Fund, Inc.",5.7,$271.82M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tsi
TEL,TE Connectivity Ltd.,95.19,$32.11B,n/a,Technology,Electronic Components,https://www.nasdaq.com/symbol/tel
TISI,"Team, Inc.",14.74,$445.85M,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/tisi
FTI,TechnipFMC plc,24.85,$11.11B,n/a,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/fti
TECK,Teck Resources Ltd,22.58,$12.53B,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/teck
TK,Teekay Corporation,3.03,$305.07M,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/tk
TGP,Teekay LNG Partners L.P.,13.4,$1.05B,2005,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/tgp
TGP^A,Teekay LNG Partners L.P.,25.9183,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tgp^a
TGP^B,Teekay LNG Partners L.P.,24.708,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tgp^b
TOO,Teekay Offshore Partners L.P.,1.17,$480.17M,2006,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/too
TOO^A,Teekay Offshore Partners L.P.,15.33,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/too^a
TOO^B,Teekay Offshore Partners L.P.,16.15,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/too^b
TOO^E,Teekay Offshore Partners L.P.,16.75,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/too^e
TNK,Teekay Tankers Ltd.,1.16,$312.04M,2007,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/tnk
GCI,TEGNA Inc.,8.27,$947.08M,2015,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/gci
TGNA,TEGNA Inc.,14.84,$3.21B,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/tgna
TRC,Tejon Ranch Co,16.94,$440.86M,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/trc
HQH,Tekla Healthcare Investors,20.22,$856.13M,1987,n/a,n/a,https://www.nasdaq.com/symbol/hqh
THQ,Tekla Healthcare Opportunies Fund,17.82,$738.86M,2014,n/a,n/a,https://www.nasdaq.com/symbol/thq
HQL,Tekla Life Sciences Investors,16.89,$384.34M,1992,n/a,n/a,https://www.nasdaq.com/symbol/hql
THW,Tekla World Healthcare Fund,12.74,$384.19M,2015,n/a,n/a,https://www.nasdaq.com/symbol/thw
TDOC,"Teladoc Health, Inc.",63.5,$4.55B,2015,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/tdoc
TLRA,"Telaria, Inc.",7.59,$346.27M,2013,Technology,Advertising,https://www.nasdaq.com/symbol/tlra
TEO,Telecom Argentina Stet - France Telecom S.A.,17.95,$7.73B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/teo
TI,Telecom Italia S.P.A.,5.68,$123.82M,n/a,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/ti
TI.A,Telecom Italia S.P.A.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ti.a
TDY,Teledyne Technologies Incorporated,264.76,$9.59B,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/tdy
TFX,Teleflex Incorporated,334.73,$15.45B,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/tfx
VIV,Telefonica Brasil S.A.,12.98,$21.92B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/viv
TEF,Telefonica SA,8.28,$42.99B,1988,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tef
TDA,"Telephone and Data Systems, Inc.",24.0709,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tda
TDE,"Telephone and Data Systems, Inc.",25.4447,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tde
TDI,"Telephone and Data Systems, Inc.",27.1,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tdi
TDJ,"Telephone and Data Systems, Inc.",25.47,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tdj
TDS,"Telephone and Data Systems, Inc.",32.48,$3.7B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tds
TU,TELUS Corporation,36.53,$21.97B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tu
TDF,"Templeton Dragon Fund, Inc.",19.16,$648.65M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tdf
EMF,Templeton Emerging Markets Fund,15.04,$252.93M,1987,n/a,n/a,https://www.nasdaq.com/symbol/emf
TEI,"Templeton Emerging Markets Income Fund, Inc.",10.08,$483.82M,1993,n/a,n/a,https://www.nasdaq.com/symbol/tei
GIM,"Templeton Global Income Fund, Inc.",6.29,$843.77M,1988,n/a,n/a,https://www.nasdaq.com/symbol/gim
TPX,"Tempur Sealy International, Inc.",74.48,$4.08B,2003,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/tpx
TS,Tenaris S.A.,25.95,$15.32B,n/a,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/ts
TME,Tencent Music Entertainment Group,15,$24.49B,2018,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/tme
THC,Tenet Healthcare Corporation,20.65,$2.13B,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/thc
TNC,Tennant Company,60.32,$1.1B,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/tnc
TEN,Tenneco Inc.,10.75,$614.08M,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/ten
TVC,Tennessee Valley Authority,25.6771,n/a,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/tvc
TVE,Tennessee Valley Authority,25.34,n/a,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/tve
TDC,Teradata Corporation,34.54,$4.04B,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/tdc
TEX,Terex Corporation,30.59,$2.18B,n/a,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/tex
TX,Ternium S.A.,21.82,$4.28B,n/a,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/tx
TRNO,Terreno Realty Corporation,47.95,$3.03B,2010,Finance,Real Estate,https://www.nasdaq.com/symbol/trno
TTI,"Tetra Technologies, Inc.",1.61,$202.23M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/tti
TEVA,Teva Pharmaceutical Industries Limited,8.45,$9.23B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/teva
TPL,Texas Pacific Land Trust,766.04,$5.94B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/tpl
TGH,Textainer Group Holdings Limited,9.7,$556.8M,2007,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/tgh
TXT,Textron Inc.,51.91,$12.08B,n/a,Capital Goods,Aerospace,https://www.nasdaq.com/symbol/txt
AES,The AES Corporation,16.76,$11.12B,n/a,Basic Industries,Electric Utilities: Central,https://www.nasdaq.com/symbol/aes
BX,The Blackstone Group L.P.,45.04,$53.88B,2007,Finance,Investment Managers,https://www.nasdaq.com/symbol/bx
CEE,"The Central and Eastern Europe Fund, Inc.",26.59,$181.95M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cee
SCHW,The Charles Schwab Corporation,40.63,$54.24B,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/schw
SCHW^C,The Charles Schwab Corporation,26.43,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/schw^c
SCHW^D,The Charles Schwab Corporation,26.83,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/schw^d
COO,"The Cooper Companies, Inc. ",328.87,$16.28B,n/a,Health Care,Ophthalmic Goods,https://www.nasdaq.com/symbol/coo
GDV,The Gabelli Dividend & Income Trust,21.65,$1.78B,2003,n/a,n/a,https://www.nasdaq.com/symbol/gdv
GDV^A,The Gabelli Dividend & Income Trust,25.9996,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gdv^a
GDV^D,The Gabelli Dividend & Income Trust,26.1591,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gdv^d
GDV^G,The Gabelli Dividend & Income Trust,25.1772,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gdv^g
GDV^H,The Gabelli Dividend & Income Trust,25.31,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gdv^h
GRX,The Gabelli Healthcare & Wellness Trust,10.47,$194.39M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/grx
GRX^A,The Gabelli Healthcare & Wellness Trust,25.6144,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/grx^a
GRX^B,The Gabelli Healthcare & Wellness Trust,25.78,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/grx^b
GDL,The GDL Fund,9.19,$150.52M,2007,n/a,n/a,https://www.nasdaq.com/symbol/gdl
GDL^C,The GDL Fund,50.5,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gdl^c
THG,"The Hanover Insurance Group, Inc.",127.93,$5.21B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/thg
THGA,"The Hanover Insurance Group, Inc.",25.35,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/thga
MSG,The Madison Square Garden Company,281.44,$6.69B,2015,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/msg
RUBI,"The Rubicon Project, Inc.",6.35,$328.78M,2014,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/rubi
TRV,"The Travelers Companies, Inc.",151.48,$39.58B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/trv
VAM,The Vivaldi Opportunities Fund,14.15,$80.6M,2018,n/a,n/a,https://www.nasdaq.com/symbol/vam
TMO,Thermo Fisher Scientific Inc,294.46,$117.78B,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/tmo
THR,"Thermon Group Holdings, Inc.",26.22,$855.72M,2011,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/thr
TPRE,Third Point Reinsurance Ltd.,10.35,$976.5M,2013,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/tpre
TSLF,THL Credit Senior Loan Fund,15.13,$112.25M,2013,n/a,n/a,https://www.nasdaq.com/symbol/tslf
TCRW,"THL Credit, Inc.",25.8713,n/a,2018,n/a,n/a,https://www.nasdaq.com/symbol/tcrw
TCRZ,"THL Credit, Inc.",25.3609,n/a,2015,n/a,n/a,https://www.nasdaq.com/symbol/tcrz
TRI,Thomson Reuters Corp,65.99,$33.06B,n/a,Consumer Services,Publishing,https://www.nasdaq.com/symbol/tri
THO,"Thor Industries, Inc.",57,$3.14B,n/a,Consumer Non-Durables,Homebuilding,https://www.nasdaq.com/symbol/tho
TDW,Tidewater Inc.,22.88,$858.33M,2017,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/tdw
TDW.WS.A,Tidewater Inc.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tdw.ws.a
TDW.WS.B,Tidewater Inc.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tdw.ws.b
TIF,Tiffany & Co.,93.62,$11.37B,1987,Consumer Services,Consumer Specialties,https://www.nasdaq.com/symbol/tif
TLYS,"Tilly&#39;s, Inc.",8.11,$239.42M,2012,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/tlys
TSU,TIM Participacoes S.A.,15.36,$7.44B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tsu
TKR,Timken Company (The),49.83,$3.79B,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/tkr
TMST,TimkenSteel Corporation,7.69,$344.25M,2014,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/tmst
TWI,"Titan International, Inc.",4.68,$280.8M,n/a,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/twi
TJX,"TJX Companies, Inc. (The)",52.93,$64.19B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/tjx
TOL,"Toll Brothers, Inc.",36.45,$5.24B,n/a,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/tol
TR,"Tootsie Roll Industries, Inc.",37.12,$1.46B,n/a,Consumer Non-Durables,Specialty Foods,https://www.nasdaq.com/symbol/tr
BLD,TopBuild Corp.,77.67,$2.67B,2015,Basic Industries,Engineering & Construction,https://www.nasdaq.com/symbol/bld
TMK,Torchmark Corporation,88.08,$9.68B,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/tmk
TMK^C,Torchmark Corporation,26.63,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tmk^c
TTC,Toro Company (The),69.51,$7.4B,n/a,Capital Goods,Tools/Hardware,https://www.nasdaq.com/symbol/ttc
TD,Toronto Dominion Bank (The),57.93,$105.98B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/td
SHLL,Tortoise Acquisition Corp.,9.71,$282.81M,2019,Finance,Business Services,https://www.nasdaq.com/symbol/shll
SHLL.U,Tortoise Acquisition Corp.,n/a,n/a,2019,n/a,n/a,https://www.nasdaq.com/symbol/shll.u
SHLL.WS,Tortoise Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/shll.ws
NDP,"Tortoise Energy Independence Fund, Inc.",7.14,$105.19M,2012,n/a,n/a,https://www.nasdaq.com/symbol/ndp
TYG,Tortoise Energy Infrastructure Corporation,22.37,$1.2B,2004,n/a,n/a,https://www.nasdaq.com/symbol/tyg
TEAF,Tortoise Essential Assets Income Term Fund,18.46,$240.16M,2019,n/a,n/a,https://www.nasdaq.com/symbol/teaf
NTG,"Tortoise Midstream Energy Fund, Inc.",13.52,$854.58M,2010,n/a,n/a,https://www.nasdaq.com/symbol/ntg
TTP,"Tortoise Pipeline & Energy Fund, Inc.",14.22,$142.43M,2011,n/a,n/a,https://www.nasdaq.com/symbol/ttp
TPZ,"Tortoise Power and Energy Infrastructure Fund, Inc",18.46,$911.54M,2009,n/a,n/a,https://www.nasdaq.com/symbol/tpz
TOT,Total S.A.,55.37,$144.68B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/tot
TSS,"Total System Services, Inc.",128.93,$22.81B,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/tss
TOWR,"Tower International, Inc.",18.75,$387.91M,2010,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/towr
TSQ,"Townsquare Media, Inc.",5.21,$98.79M,2014,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/tsq
TM,Toyota Motor Corp Ltd Ord,124.83,$179.73B,n/a,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/tm
TPGH,TPG Pace Holdings Corp.,10.32,$580.5M,2017,Finance,Business Services,https://www.nasdaq.com/symbol/tpgh
TPGH.U,TPG Pace Holdings Corp.,n/a,n/a,2017,n/a,n/a,https://www.nasdaq.com/symbol/tpgh.u
TPGH.WS,TPG Pace Holdings Corp.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tpgh.ws
TRTX,"TPG RE Finance Trust, Inc.",19.51,$1.44B,2017,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/trtx
TSLX,"TPG Specialty Lending, Inc.",20.04,$1.32B,2014,n/a,n/a,https://www.nasdaq.com/symbol/tslx
TAC,TransAlta Corporation,6.51,$1.85B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/tac
TCI,"Transcontinental Realty Investors, Inc.",23.23,$202.51M,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/tci
TDG,Transdigm Group Incorporated,497.46,$26.45B,2006,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/tdg
RIG,Transocean Ltd.,6.29,$3.85B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/rig
TGS,Transportadora De Gas Sa Ord B,14.7,$411.6M,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/tgs
TRU,TransUnion,71.51,$13.39B,2015,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/tru
TREC,Trecora Resources,9.35,$230.82M,n/a,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/trec
TG,Tredegar Corporation,16.41,$547.3M,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/tg
THS,"Treehouse Foods, Inc.",55.02,$3.09B,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/ths
TREX,"Trex Company, Inc.",68.63,$4.01B,n/a,Basic Industries,Forest Products,https://www.nasdaq.com/symbol/trex
TY,Tri Continental Corporation,26.91,$1.45B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ty
TY^,Tri Continental Corporation,53.265,n/a,n/a,Consumer Services,Miscellaneous,https://www.nasdaq.com/symbol/ty^
TPH,"TRI Pointe Group, Inc.",11.69,$1.66B,2013,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/tph
TRCO,Tribune Media Company,46.37,$4.09B,2014,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/trco
TRNE,Trine Acquisition Corp.,9.72,$364.68M,2019,Finance,Business Services,https://www.nasdaq.com/symbol/trne
TRNE.U,Trine Acquisition Corp.,n/a,n/a,2019,n/a,n/a,https://www.nasdaq.com/symbol/trne.u
TRNE.WS,Trine Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/trne.ws
TNET,"TriNet Group, Inc.",69.3,$4.85B,2014,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/tnet
TRN,"Trinity Industries, Inc.",20.33,$2.64B,n/a,Capital Goods,Railroads,https://www.nasdaq.com/symbol/trn
TSE,Trinseo S.A.,40.85,$1.67B,2014,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/tse
TPVG,TriplePoint Venture Growth BDC Corp.,14.23,$353.19M,2014,n/a,n/a,https://www.nasdaq.com/symbol/tpvg
TPVY,TriplePoint Venture Growth BDC Corp.,25.822,n/a,2017,n/a,n/a,https://www.nasdaq.com/symbol/tpvy
GTS,Triple-S Management Corporation,23.21,$536.31M,2007,Finance,Accident &Health Insurance,https://www.nasdaq.com/symbol/gts
TRTN,Triton International Limited,31.06,$2.36B,2016,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/trtn
TRTN^A,Triton International Limited,25.96,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/trtn^a
TGI,"Triumph Group, Inc.",18.87,$941.7M,1996,Capital Goods,Aerospace,https://www.nasdaq.com/symbol/tgi
TROX,Tronox Holdings plc,11.37,$1.7B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/trox
TBI,"TrueBlue, Inc.",21.5,$863.28M,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/tbi
TNP,Tsakos Energy Navigation Ltd,3.08,$269.82M,2002,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/tnp
TNP^B,Tsakos Energy Navigation Ltd,25.34,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tnp^b
TNP^C,Tsakos Energy Navigation Ltd,25.442,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tnp^c
TNP^D,Tsakos Energy Navigation Ltd,21.161,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tnp^d
TNP^E,Tsakos Energy Navigation Ltd,21.34,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tnp^e
TNP^F,Tsakos Energy Navigation Ltd,21.8401,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tnp^f
TUFN,Tufin Software Technologies Ltd.,27.94,$906.26M,2019,Technology,EDP Services,https://www.nasdaq.com/symbol/tufn
TUP,Tupperware Brands Corporation,19.78,$963.95M,n/a,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/tup
TKC,Turkcell Iletisim Hizmetleri AS,5.33,$4.67B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tkc
TPB,"Turning Point Brands, Inc.",47.42,$928.93M,2016,Consumer Non-Durables,Tobacco,https://www.nasdaq.com/symbol/tpb
